customer,billing,date
rqRxX,1.72,2018-11-13
y59Cl,11.11,2018-11-13
adk5v,38.1,2018-11-13
xNcER,44.67,2018-11-13
OYxs6,28.29,2018-11-13
0sMLY,34.61,2018-11-13
6VR2P,33.68,2018-11-13
1sdLd,9.89,2018-11-13
kS5pr,35.65,2018-11-13
BTraR,41.779999999999994,2018-11-13
mWmVi,26.279999999999998,2018-11-13
eSBFj,22.29,2018-11-13
7Ac2z,47.49,2018-11-13
1Twmm,17.02,2018-11-13
EKyMY,5.6899999999999995,2018-11-13
nMmJX,37.11,2018-11-13
Cl_vl,26.299999999999997,2018-11-13
9p81U,10.29,2018-11-13
FlRcD,11.23,2018-11-13
wAabM,15.64,2018-11-13
LUkx9,33.96,2018-11-13
C3kui,8.82,2018-11-13
2gYEe,34.120000000000005,2018-11-13
PwTOc,3.7,2018-11-13
HKBOh,19.509999999999998,2018-11-13
_GoNk,4.38,2018-11-13
3Stzq,51.36000000000001,2018-11-13
kMabZ,38.08,2018-11-13
k0HaZ,6.67,2018-11-13
U~Os_,6.95,2018-11-13
Lq5V6,26.18,2018-11-13
Qvi2m,19.330000000000002,2018-11-13
RHKr1,7.29,2018-11-13
ZIH2g,49.68,2018-11-13
L5mWc,8.8,2018-11-13
Ur4bN,7.0,2018-11-13
2cQEE,12.45,2018-11-13
8SzpF,54.3,2018-11-13
qYHt1,54.92,2018-11-13
bSJzn,15.29,2018-11-13
IDb5J,20.439999999999998,2018-11-13
AFEJM,9.64,2018-11-13
G1opu,23.7,2018-11-13
8gIEW,11.549999999999999,2018-11-13
cq5av,7.7,2018-11-13
XcXyH,12.43,2018-11-13
JX4bg,7.24,2018-11-13
cmQAf,11.620000000000001,2018-11-13
E8Ecj,21.79,2018-11-13
Vkw3W,11.01,2018-11-13
LRzmK,34.65,2018-11-13
fBBOm,31.77,2018-11-13
aEGI8,7.809999999999999,2018-11-13
xktmB,9.8,2018-11-13
S2xc9,2.21,2018-11-13
hTstV,41.23,2018-11-13
OKjHm,8.98,2018-11-13
GvTnN,37.09,2018-11-13
hyqDb,32.68,2018-11-13
NPKcG,13.670000000000002,2018-11-13
1BmAP,9.92,2018-11-13
H9PHb,7.0,2018-11-13
pIyDG,17.049999999999997,2018-11-13
Yj9ec,21.81,2018-11-13
WzrAF,20.78,2018-11-13
kG12l,41.26,2018-11-13
swStO,13.75,2018-11-13
I_MZK,18.659999999999997,2018-11-13
Z7XkA,29.849999999999998,2018-11-13
bR_2d,23.490000000000002,2018-11-13
Q2AIK,21.35,2018-11-13
_WD32,15.709999999999999,2018-11-13
N1s7m,6.95,2018-11-13
83tEb,8.7,2018-11-13
UtP03,11.04,2018-11-13
_0DJz,46.0,2018-11-13
hTUL_,12.73,2018-11-13
xifdx,25.75,2018-11-13
psYjt,11.34,2018-11-13
Ca7Qo,5.12,2018-11-13
k2Zxa,14.030000000000001,2018-11-13
~vx3P,6.359999999999999,2018-11-13
Y4S8i,12.45,2018-11-13
KQSRK,14.969999999999999,2018-11-13
xOaeX,8.760000000000002,2018-11-13
XlihN,5.6,2018-11-13
UMTo2,10.9,2018-11-13
ByYsQ,25.589999999999996,2018-11-13
2wQ75,25.200000000000003,2018-11-13
uMygr,2.46,2018-11-13
Cagai,2.12,2018-11-13
dZKt_,3.5,2018-11-13
9eH9g,18.54,2018-11-13
Atb76,97.21,2018-11-13
Xxlim,26.099999999999998,2018-11-13
JcUDD,14.969999999999999,2018-11-13
Seoy6,13.09,2018-11-13
djOK8,20.17,2018-11-13
r3DIY,64.71,2018-11-13
KKWEW,4.55,2018-11-13
H5FO6,4.95,2018-11-13
mLJMm,119.11,2018-11-13
dZMOR,13.33,2018-11-13
zErYX,4.8100000000000005,2018-11-13
Ph7U6,23.78,2018-11-13
JVybW,60.66,2018-11-13
z9Meg,4.53,2018-11-13
hF0UP,6.99,2018-11-13
fpdSg,17.84,2018-11-13
_knBE,7.54,2018-11-13
1swzT,10.080000000000002,2018-11-13
HGAKw,19.71,2018-11-13
Nx858,3.96,2018-11-13
i~R_U,48.95,2018-11-13
DgkTH,44.55,2018-11-13
5mQAn,25.03,2018-11-13
Hw3US,17.419999999999998,2018-11-13
CRLm8,56.14,2018-11-13
C_j4D,10.0,2018-11-13
GMH7z,33.01,2018-11-13
DLlhB,30.1,2018-11-13
Q9WZS,15.540000000000001,2018-11-13
UrBmO,30.400000000000006,2018-11-13
nMm2d,31.839999999999996,2018-11-13
SBAzY,3.08,2018-11-13
csVwI,5.26,2018-11-13
g8wcj,9.35,2018-11-13
VxU97,15.04,2018-11-13
Akx8N,3.83,2018-11-13
0Teux,61.01,2018-11-13
ZGT2C,29.919999999999998,2018-11-13
BNRQh,35.559999999999995,2018-11-13
7wtdX,20.55,2018-11-13
L70FG,61.38,2018-11-13
VuaJ~,39.06,2018-11-13
yloYB,16.92,2018-11-13
MLnbC,16.28,2018-11-13
5nGOm,3.41,2018-11-13
CRIiV,6.3,2018-11-13
1riZc,18.4,2018-11-13
Amvj_,17.68,2018-11-13
_KzHw,14.560000000000002,2018-11-13
PgiDt,17.66,2018-11-13
Z2PUX,4.64,2018-11-13
51Lge,0.0,2018-11-13
nqXU1,7.549999999999999,2018-11-13
07LhU,34.97,2018-11-13
iHW2Q,16.65,2018-11-13
2~ebU,89.76,2018-11-13
NriR6,15.87,2018-11-13
s9zec,70.60000000000001,2018-11-13
KPG_F,5.61,2018-11-13
1SHws,38.32000000000001,2018-11-13
yYFKp,12.469999999999999,2018-11-13
pRM2V,14.14,2018-11-13
yET3U,11.29,2018-11-13
1T8kG,14.31,2018-11-13
dQQJT,8.57,2018-11-13
axAf5,83.97,2018-11-13
zC~J4,69.41,2018-11-13
gNFjk,15.010000000000002,2018-11-13
PDHfQ,14.51,2018-11-13
WNyeK,85.19999999999997,2018-11-13
y0e4m,7.45,2018-11-13
ApoZr,11.32,2018-11-13
k7WbS,8.05,2018-11-13
~zON4,128.14000000000001,2018-11-13
eHiAP,3.47,2018-11-13
CCakw,23.31,2018-11-13
DHHQe,11.31,2018-11-13
G4hx5,9.67,2018-11-13
BmRHK,10.55,2018-11-13
GWYoO,16.58,2018-11-13
TH2Hp,41.459999999999994,2018-11-13
V3ExX,15.57,2018-11-13
zvjLX,18.56,2018-11-13
ZRoZv,7.9,2018-11-13
73~34,15.44,2018-11-13
jWplT,4.2,2018-11-13
e4UsR,21.07,2018-11-13
PGvjl,5.65,2018-11-13
InGuE,31.269999999999996,2018-11-13
_vZMb,9.74,2018-11-13
vi0LZ,79.67999999999999,2018-11-13
bJfLG,37.589999999999996,2018-11-13
xK64A,20.279999999999998,2018-11-13
fA6OG,53.190000000000005,2018-11-13
A7WQH,34.660000000000004,2018-11-13
unZDg,44.26,2018-11-13
hFM0i,72.56,2018-11-13
uVPD3,12.049999999999999,2018-11-13
vLFqf,38.29,2018-11-13
LbYHa,8.94,2018-11-14
6H6zM,8.719999999999999,2018-11-14
Ye4mG,18.8,2018-11-14
yIq19,4.99,2018-11-14
KfFuD,18.3,2018-11-14
Up2OA,12.2,2018-11-14
imx37,32.129999999999995,2018-11-14
SyS0m,49.72,2018-11-14
cqCSq,18.54,2018-11-14
65s1D,4.55,2018-11-14
7McY4,26.8,2018-11-14
B8J2M,12.89,2018-11-14
iGoJs,7.65,2018-11-14
rY1Az,21.240000000000002,2018-11-14
lukCv,15.08,2018-11-14
SzdRQ,7.5,2018-11-14
FYVMF,24.06,2018-11-14
qT8PS,7.800000000000001,2018-11-14
T54tG,7.98,2018-11-14
QXfFx,9.45,2018-11-14
aIiR0,3.6799999999999997,2018-11-14
2twtP,37.169999999999995,2018-11-14
JjRpG,13.07,2018-11-14
EQAvR,12.46,2018-11-14
fKtup,60.37999999999999,2018-11-14
8oM1P,33.58,2018-11-14
yRxDo,41.94,2018-11-14
JtFwi,14.67,2018-11-14
vFtqN,5.640000000000001,2018-11-14
g~smP,23.75,2018-11-14
n_wl5,0.0,2018-11-14
JYHQn,12.72,2018-11-14
WuXQu,32.14,2018-11-14
m_MuN,5.74,2018-11-14
PdElp,12.22,2018-11-14
xnSGo,7.18,2018-11-14
BfWzb,24.689999999999998,2018-11-14
IWdfl,31.16,2018-11-14
37d1t,13.950000000000001,2018-11-14
geJ5L,22.409999999999997,2018-11-14
9LHyj,18.32,2018-11-14
bI9Sa,57.739999999999995,2018-11-14
sW8pC,3.78,2018-11-14
Rrasl,33.38,2018-11-14
Rlhos,13.96,2018-11-14
t4VQi,4.35,2018-11-14
qmfg5,9.040000000000001,2018-11-14
LDTBe,4.56,2018-11-14
q6F7Z,22.869999999999997,2018-11-14
lMrYB,7.0,2018-11-14
Ru9eB,38.410000000000004,2018-11-14
naPvP,18.82,2018-11-14
p9lA8,61.429999999999986,2018-11-14
MTkbM,5.55,2018-11-14
mxjGr,18.57,2018-11-14
5NFsO,32.4,2018-11-14
lLaNE,45.69999999999999,2018-11-14
hYQZj,74.06000000000002,2018-11-14
Dn85n,14.969999999999999,2018-11-14
8kNaT,7.37,2018-11-14
7u8ca,24.02,2018-11-14
RxhOo,14.53,2018-11-14
Bo5bB,7.31,2018-11-14
PK3wj,7.199999999999999,2018-11-14
OsSmU,0.0,2018-11-14
WaPmG,6.220000000000001,2018-11-14
nYrTb,28.55,2018-11-14
JP92y,13.55,2018-11-14
6TQA1,8.79,2018-11-14
aykUJ,3.75,2018-11-14
Ggj6z,21.330000000000002,2018-11-14
LhhKA,4.430000000000001,2018-11-14
3Jc3F,21.12,2018-11-14
KfC_j,22.1,2018-11-14
6VG9D,40.43,2018-11-14
9WBxA,24.120000000000005,2018-11-14
aFmsR,21.15,2018-11-14
NGsVr,20.16,2018-11-14
_XYb_,11.08,2018-11-14
sQxmd,16.45,2018-11-14
InCLp,25.429999999999996,2018-11-14
anmPY,23.42,2018-11-14
kVdB9,8.41,2018-11-14
jECir,70.08,2018-11-14
0VG6V,16.650000000000002,2018-11-14
1QQqV,3.63,2018-11-14
pOYK7,30.84,2018-11-14
mx~zs,30.370000000000005,2018-11-14
xUv4D,20.86,2018-11-14
vbmO1,21.59,2018-11-14
vMz0n,35.03,2018-11-14
k~2sj,16.86,2018-11-14
vwPoW,14.29,2018-11-14
5yNUx,47.52,2018-11-14
FhBPI,24.009999999999998,2018-11-14
_kqLr,12.61,2018-11-14
cFAxh,8.01,2018-11-14
i0nhw,8.1,2018-11-14
5fGek,6.1899999999999995,2018-11-14
B3~t~,12.53,2018-11-14
WMyB6,28.43,2018-11-14
tzsSF,50.45,2018-11-14
Qkfw3,22.009999999999998,2018-11-14
syUEK,2.58,2018-11-14
6kP~n,9.29,2018-11-14
mbOJ5,28.560000000000002,2018-11-14
~v6X4,27.06,2018-11-14
CG4C2,27.060000000000002,2018-11-14
6I19B,77.83000000001047,2018-11-14
L1tdl,33.03,2018-11-14
tPAZt,39.21999999999999,2018-11-14
oU1kv,12.959999999999999,2018-11-14
wzgDF,13.71,2018-11-14
rOnzL,8.77,2018-11-14
2iENZ,10.64,2018-11-14
HlcIs,8.51,2018-11-14
XpXnQ,47.27,2018-11-14
D8kC2,13.87,2018-11-14
UBjK8,10.1,2018-11-14
WhogL,11.68,2018-11-14
MekRp,20.86,2018-11-14
fAw6O,41.629999999999995,2018-11-14
1ngMI,12.8,2018-11-14
gmvFA,30.64,2018-11-14
pll30,64.79,2018-11-14
enbrU,18.59,2018-11-14
RWRlX,18.89,2018-11-14
aBGj9,24.64,2018-11-14
i8~9s,9.95,2018-11-14
DKYCK,19.78,2018-11-14
brpZ2,6.869999999999999,2018-11-14
Ujk4J,12.33,2018-11-14
MKTIf,18.14,2018-11-14
z5f2N,22.159999999999997,2018-11-14
GfKbJ,28.400000000000002,2018-11-14
qXW7P,10.850000000000001,2018-11-14
dfXIV,46.89000000000001,2018-11-14
aKqvV,24.110000000000003,2018-11-14
My5zF,15.36,2018-11-14
MUHXx,7.5,2018-11-14
ZifWS,13.86,2018-11-14
BRb3y,56.54,2018-11-14
udCNY,18.68,2018-11-14
BOuj5,28.63,2018-11-14
1L3J7,33.3,2018-11-14
nCK4_,22.46,2018-11-14
tAJsj,15.34,2018-11-14
oDIZQ,13.85,2018-11-14
NTJSD,8.9,2018-11-14
413g3,9.62,2018-11-14
eX2bt,4.17,2018-11-14
7Pb3P,18.75,2018-11-14
GKbsM,93.45,2018-11-14
_BVE4,20.82,2018-11-14
D7Tnb,28.36,2018-11-14
rem_m,27.09,2018-11-14
160E2,31.46,2018-11-14
zaGSp,32.33,2018-11-14
tftZL,11.86,2018-11-14
chlCo,29.9,2018-11-14
AeP63,17.39,2018-11-14
df2qQ,2.3099999999999996,2018-11-14
yb3qX,13.93,2018-11-14
zFDA7,4.37,2018-11-14
~SGN~,25.08,2018-11-14
ocWSt,23.45,2018-11-14
G6fy4,7.35,2018-11-14
nKpQ0,27.4,2018-11-14
of3NC,10.7,2018-11-14
bd8oD,9.63,2018-11-14
5fH_h,31.61,2018-11-14
DA5KW,4.52,2018-11-14
lEMfy,7.76,2018-11-14
BE3mH,36.0,2018-11-14
NzQjA,10.76,2018-11-14
wlv24,5.0200000000000005,2018-11-14
b8f3I,8.25,2018-11-14
_JYn4,17.810000000000002,2018-11-15
1P3vq,10.12,2018-11-15
xqa00,13.91,2018-11-15
aqEmW,13.53,2018-11-15
DFGyl,11.7,2018-11-15
WeX30,6.25,2018-11-15
HkyAy,67.58,2018-11-15
gPAp5,15.32,2018-11-15
FGNTE,15.66,2018-11-15
9kC0j,58.08,2018-11-15
Ajkgj,8.34,2018-11-15
fED2B,12.5,2018-11-15
ggher,27.12,2018-11-15
DOjCc,19.9,2018-11-15
1dl2z,31.349999999999994,2018-11-15
a7x2s,6.71,2018-11-15
M8Xrx,47.379999999999995,2018-11-15
TkyFK,6.93,2018-11-15
myeaq,2.25,2018-11-15
z~9dM,42.370000000000005,2018-11-15
CJvRR,60.2,2018-11-15
aJoMd,18.599999999999998,2018-11-15
HSP8B,5.5600000000000005,2018-11-15
6~bl2,27.09,2018-11-15
yI~Tv,8.35,2018-11-15
OWVTb,16.19,2018-11-15
FhTrz,3.86,2018-11-15
fl2RC,12.09,2018-11-15
iCn6n,9.120000000000001,2018-11-15
jkoUJ,26.13,2018-11-15
l~ugx,22.240000000000002,2018-11-15
pVstT,8.29,2018-11-15
q6JpA,4.79,2018-11-15
lf3ze,45.730000000000004,2018-11-15
wN~Ab,3.3,2018-11-15
UrcVC,113.47000000000001,2018-11-15
Vn06N,19.33,2018-11-15
9_lKI,51.449999999999996,2018-11-15
tUmZo,11.06,2018-11-15
O0cqA,5.390000000000001,2018-11-15
dO_jP,40.7,2018-11-15
UmAvx,7.0,2018-11-15
9f791,14.479999999999999,2018-11-15
MpPNL,15.540000000000001,2018-11-15
Im41e,15.51,2018-11-15
cs9vu,42.18999999999999,2018-11-15
Awuyy,28.889999999999997,2018-11-15
5A2_t,14.03,2018-11-15
QxD5l,24.0,2018-11-15
iFlDC,10.149999999999999,2018-11-15
5RFIq,13.299999999999999,2018-11-15
Pxtb1,13.15,2018-11-15
sOSdn,10.12,2018-11-15
VXsUT,12.97,2018-11-15
54P9r,45.730000000000004,2018-11-15
wINz~,4.5,2018-11-15
R4rWM,23.259999999999998,2018-11-15
8WS_S,9.46,2018-11-15
QA0v6,15.17,2018-11-15
QMTjO,8.649999999999999,2018-11-15
mPKh7,14.110000000000001,2018-11-15
XD0MD,11.809999999999999,2018-11-15
GQ0HS,10.67,2018-11-15
KbLEz,14.11,2018-11-15
C5gRy,61.580000000000005,2018-11-15
tCS8x,29.47,2018-11-15
CaZbb,5.62,2018-11-15
vq2JJ,8.43,2018-11-15
JL59i,16.15,2018-11-15
lr6Q7,9.45,2018-11-15
RaubA,3.95,2018-11-15
sncLa,33.54,2018-11-15
AgjPc,4.46,2018-11-15
991Ag,13.950000000000001,2018-11-15
otKJP,18.54,2018-11-15
hg2Pr,11.71,2018-11-15
~d6oJ,99.47,2018-11-15
g2OIM,8.0,2018-11-15
AD0M~,88.37,2018-11-15
WiDcO,4.67,2018-11-15
_zTby,77.66,2018-11-15
pkFqE,14.889999999999999,2018-11-15
J7vj3,8.49,2018-11-15
zKaqS,6.51,2018-11-15
0hoGq,20.639999999999997,2018-11-15
QPi9z,18.189999999999998,2018-11-15
n~MwC,52.13999999999999,2018-11-15
zZsd5,91.82,2018-11-15
OGEc2,5.4399999999999995,2018-11-15
N0gVr,6.5,2018-11-15
bYI~6,12.899999999999999,2018-11-15
jJuqo,25.849999999999998,2018-11-15
eTqM1,12.030000000000001,2018-11-15
P8i5Q,40.83,2018-11-15
koToH,14.49,2018-11-15
6bszD,11.2,2018-11-15
Fuvvj,22.48,2018-11-15
KCe0h,17.44,2018-11-15
AFqAt,27.299999999999997,2018-11-15
nljmc,15.45,2018-11-15
wErH5,17.340000000000003,2018-11-15
VIj9y,12.77,2018-11-15
ZKnFA,7.36,2018-11-15
TQbPs,74.72,2018-11-15
9wFsM,7.18,2018-11-15
W_9Vi,13.67,2018-11-15
1mP4R,30.36,2018-11-15
FJCXn,24.58,2018-11-15
6B_O~,79.47,2018-11-15
Ij~tF,17.060000000000002,2018-11-15
YWS77,27.89,2018-11-15
sOIV_,24.419999999999998,2018-11-15
rVZ5Y,7.32,2018-11-15
oYoo8,91.72,2018-11-15
yjoJ9,11.940000000000001,2018-11-15
LFRbh,23.23,2018-11-15
TPYBE,17.39,2018-11-15
TNofE,48.019999999999996,2018-11-15
e68vN,16.29,2018-11-15
xe_7_,30.049999999999997,2018-11-15
QPDBa,2.4,2018-11-15
f6S9b,45.78999999999999,2018-11-15
E0~T2,16.11,2018-11-15
nURwL,59.35999999999999,2018-11-15
GYIqR,15.98,2018-11-15
euNhf,0.02999999999999936,2018-11-15
CvzzM,13.47,2018-11-15
2HclV,47.71,2018-11-15
4_LUj,11.129999999999999,2018-11-15
_Ivo9,10.57,2018-11-15
BXMvE,37.620000000000005,2018-11-15
c0wmR,21.959999999999997,2018-11-15
h09n4,8.75,2018-11-15
AL0jm,9.389999999999999,2018-11-15
Ty9ZL,3.21,2018-11-15
NLPZT,16.57,2018-11-15
oJNQ7,10.000000000000002,2018-11-15
joj1_,18.790000000000003,2018-11-15
eGC6I,28.89,2018-11-15
Fn8rB,13.5,2018-11-15
i5V2j,15.7,2018-11-15
UwD_t,20.18,2018-11-15
sqr5_,29.369999999999997,2018-11-15
rifQk,21.560000000000002,2018-11-15
YyxIA,10.639999999999999,2018-11-15
iGVtX,13.399999999999999,2018-11-15
a2VBV,30.29,2018-11-15
vMnya,0.7800000000000011,2018-11-15
kPSPS,26.749999999999996,2018-11-15
uLqqr,39.5,2018-11-15
rZpX~,6.7,2018-11-15
UKqEo,4.2,2018-11-15
0njxT,12.379999999999999,2018-11-15
L~H_W,30.519999999999996,2018-11-15
6JXA8,24.0,2018-11-15
Q2XB6,30.009999999999998,2018-11-16
uVRw~,15.07,2018-11-16
nLyMf,11.11,2018-11-16
RewtN,18.099999999999998,2018-11-16
a05aT,29.93,2018-11-16
16NN6,14.080000000000002,2018-11-16
58zud,32.99,2018-11-16
dhG75,82.03999999999999,2018-11-16
PH8Ek,9.2,2018-11-16
R1aWC,12.440000000000001,2018-11-16
cz4G6,21.36,2018-11-16
xcmwF,1.94,2018-11-16
_ckOj,5.36,2018-11-16
XVd1V,31.700000000000003,2018-11-16
IJ2rg,46.26,2018-11-16
0_UPH,17.63,2018-11-16
oK8Fo,18.060000000000002,2018-11-16
P4FaY,36.620000000000005,2018-11-16
fbzBc,23.34,2018-11-16
Lhs1Y,23.04,2018-11-16
8m81U,31.410000000000004,2018-11-16
AtpLM,23.27,2018-11-16
82GYM,210.54,2018-11-16
XE~AB,11.18,2018-11-16
OAqVJ,12.92,2018-11-16
6tTcr,12.2,2018-11-16
40NxB,6.389999999999999,2018-11-16
w8p9p,18.25,2018-11-16
Z9KO7,58.96,2018-11-16
VmKCs,39.36,2018-11-16
U0tZw,3.57,2018-11-16
3MNI2,18.76,2018-11-16
4ftZg,11.819999999999999,2018-11-16
74jsA,13.44,2018-11-16
0mtGv,2.91,2018-11-16
dc~f5,10.24,2018-11-16
YJ5K0,15.97,2018-11-16
cNvKc,125.59999999999998,2018-11-16
lNAzk,64.91999999999999,2018-11-16
CveYE,15.59,2018-11-16
_1Wh8,28.87,2018-11-16
2O9Um,40.89,2018-11-16
wgxMn,16.28,2018-11-16
tqkNh,36.959999999999994,2018-11-16
4gr7O,14.719999999999999,2018-11-16
8uyfb,15.010000000000002,2018-11-16
btz2h,9.1,2018-11-16
hsxes,50.78999999999999,2018-11-16
B9KkF,53.25999999999999,2018-11-16
JjG0h,16.3,2018-11-16
ySmmR,29.880000000000003,2018-11-16
Y9iOi,7.73,2018-11-16
Dcjt_,7.0,2018-11-16
vbM5N,14.819999999999999,2018-11-16
N7stV,8.75,2018-11-16
F86fK,11.629999999999999,2018-11-16
hpd1e,34.39,2018-11-16
6SQc0,33.3,2018-11-16
wcw~Z,7.4399999999999995,2018-11-16
nTZEu,42.08,2018-11-16
Az_mB,13.219999999999999,2018-11-16
4bhqe,89.22000000000001,2018-11-16
tzrK0,3.7600000000000002,2018-11-16
ylRyH,19.78,2018-11-16
lzprE,26.86,2018-11-16
ZS~oi,7.7700000000000005,2018-11-16
lRJWF,11.440000000000001,2018-11-16
uL~36,7.55,2018-11-16
cnniL,73.9,2018-11-16
ZXP1Z,8.18,2018-11-16
jhhNx,21.89,2018-11-16
upMCa,32.5,2018-11-16
0USDc,15.299999999999997,2018-11-16
tB0Wr,27.330000000000002,2018-11-16
Wlnkq,19.779999999999998,2018-11-16
aaM7d,32.29,2018-11-16
WmrO5,10.07,2018-11-16
PEbmg,15.75,2018-11-16
gyEiH,30.110000000000003,2018-11-16
u7I7q,7.35,2018-11-16
zTN8y,58.459999999999994,2018-11-16
j8nUJ,8.51,2018-11-16
h~FZi,44.720000000000006,2018-11-16
54feh,33.260000000000005,2018-11-16
k_HBr,15.940000000000001,2018-11-16
bLkkv,30.650000000000002,2018-11-16
BT7CH,8.22,2018-11-16
71Oe4,6.8,2018-11-16
5Ai7Y,47.830000000000005,2018-11-16
OOLRq,5.51,2018-11-16
ME~L6,6.06,2018-11-16
FpoX6,80.2,2018-11-16
T___l,11.42,2018-11-16
JLSaU,70.32,2018-11-16
JtBAP,44.99000000000001,2018-11-16
ERwFn,8.52,2018-11-16
354JW,43.51,2018-11-16
05V4h,125.11000000000001,2018-11-16
jhmkF,8.1,2018-11-16
Sr4OQ,14.47,2018-11-16
PMH2k,9.46,2018-11-16
HwvP4,20.27,2018-11-16
Wrf6u,23.63,2018-11-16
zDUWu,3.79,2018-11-16
2aNdd,3.879999999999999,2018-11-16
zDfug,31.73,2018-11-16
wd~~I,9.38,2018-11-16
bPbf0,49.72,2018-11-16
NoYI4,0.0,2018-11-16
~gTLs,8.49,2018-11-16
0yxIQ,30.35,2018-11-16
6jxvl,38.970000000000006,2018-11-16
hn8rl,28.909999999999997,2018-11-16
RAKWi,43.150000000000006,2018-11-16
BDEHR,61.13,2018-11-16
BIXsF,11.01,2018-11-16
fsA_Y,12.08,2018-11-16
ZEi6_,25.83,2018-11-16
eXUh7,44.059999999999995,2018-11-16
meXzZ,10.29,2018-11-16
0_MsP,18.18,2018-11-16
Wy8At,11.379999999999999,2018-11-16
Z9xpt,58.09,2018-11-16
6J5tK,4.25,2018-11-16
qJubf,100.03,2018-11-16
f9_km,0.0,2018-11-16
oVDPu,25.709999999999997,2018-11-16
qADRq,42.42,2018-11-16
6mqfz,70.6,2018-11-16
CRyo1,6.9,2018-11-16
c86Io,44.230000000000004,2018-11-16
hU_ii,67.97,2018-11-16
Pi0SS,3.71,2018-11-16
L5Zs2,6.77,2018-11-16
oo1_h,15.500000000000002,2018-11-16
KZf2u,22.16,2018-11-16
mhtI6,0.0,2018-11-16
KWrJU,27.47,2018-11-16
T0xCX,25.62,2018-11-16
rhigJ,9.98,2018-11-16
_kDgf,12.2,2018-11-16
Ze8Jj,30.92,2018-11-16
6rbgn,34.150000000000006,2018-11-16
a1I0g,18.1,2018-11-16
8xPxm,7.37,2018-11-16
nyavf,23.4,2018-11-16
kKF_H,7.199999999999999,2018-11-16
ddfcR,35.62,2018-11-16
AKvsL,52.059999999999995,2018-11-16
u718C,13.08,2018-11-16
FX38h,21.08,2018-11-16
LZdSG,30.339999999999996,2018-11-16
Kfl4T,44.269999999999996,2018-11-16
xVcZH,29.369999999999997,2018-11-16
COzuw,14.52,2018-11-16
esw8r,5.51,2018-11-16
3VzRR,23.560000000000002,2018-11-16
oQPd4,8.96,2018-11-16
rgR~K,59.99000000000001,2018-11-16
IbZxW,13.41,2018-11-16
LEF~d,61.33000000000001,2018-11-16
3UrIo,23.840000000000003,2018-11-16
4V42L,23.919999999999998,2018-11-16
CbzUU,19.419999999999998,2018-11-16
93suX,24.29,2018-11-16
PGU15,17.14,2018-11-16
1gQeH,41.0,2018-11-16
0hFe4,11.07,2018-11-16
O3P70,42.78,2018-11-16
ZfGjq,78.33,2018-11-16
PyS2_,21.520000000000003,2018-11-16
bW6fL,12.22,2018-11-16
yHQIN,76.27,2018-11-16
SIG~g,6.79,2018-11-16
RcgYG,176.17,2018-11-16
JBm3S,2.3,2018-11-16
ylzqP,57.32,2018-11-16
aTaTo,13.4,2018-11-16
LYGOv,16.66,2018-11-16
urBwy,70.83000000000001,2018-11-16
gMmo0,14.370000000000001,2018-11-16
QSegp,9.829999999999998,2018-11-16
C4cTC,47.809999999999995,2018-11-16
R0HP2,41.25,2018-11-16
8hhrs,166.77999999999997,2018-11-16
xPQI8,65.91999999999999,2018-11-16
UGDEg,84.22,2018-11-16
yPj_e,23.77,2018-11-16
~quYw,12.41,2018-11-16
UPo4x,6.470000000000001,2018-11-16
3ZajC,25.61,2018-11-16
~8_dw,44.97,2018-11-16
rOmpj,22.979999999999997,2018-11-16
fd_Rf,9.6,2018-11-16
~u1XZ,70.93,2018-11-16
blePz,12.39,2018-11-16
0i6KT,9.96,2018-11-16
ccUdw,37.089999999999996,2018-11-16
Xgdbe,8.65,2018-11-16
VDpYL,48.14999999999999,2018-11-16
yEB0s,5.4399999999999995,2018-11-16
nw57m,45.589999999999996,2018-11-16
4ySgK,46.220000000000006,2018-11-16
Yx3JT,41.15,2018-11-16
J8h7t,12.940000000000001,2018-11-16
f1tZf,30.49,2018-11-16
5zZ_i,9.64,2018-11-16
f5ssZ,75.13,2018-11-16
wuHXn,16.41,2018-11-16
j4lr6,47.830000000000005,2018-11-16
8BR6R,1.95,2018-11-16
cfPSF,49.22,2018-11-16
uAvBi,20.42,2018-11-16
26~av,51.71,2018-11-16
BdR7Y,12.0,2018-11-16
AYdkU,11.49,2018-11-16
tAtWc,46.97,2018-11-16
8QBvK,5.21,2018-11-16
fglll,42.730000000000004,2018-11-16
YnvEx,13.34,2018-11-16
CF5l_,18.429999999999996,2018-11-16
USK3N,66.85000000000001,2018-11-16
K9DAR,26.229999999999997,2018-11-16
L3li5,14.59,2018-11-16
kJ2tJ,27.020000000000003,2018-11-16
Se~dw,48.54,2018-11-16
2yusd,47.68,2018-11-16
wBv_y,15.27,2018-11-16
3Y6WT,43.75,2018-11-16
Z7pmM,16.45,2018-11-16
tmNOf,17.290000000000003,2018-11-16
Dy4dY,4.24,2018-11-16
Bu81s,23.33,2018-11-16
kKxQZ,7.3100000000000005,2018-11-16
f7Yzl,32.01,2018-11-16
~DV0g,12.500000000000002,2018-11-16
hpPvA,35.230000000000004,2018-11-16
H9i6X,10.25,2018-11-16
HpXOB,27.310000000000002,2018-11-16
4f27Q,50.92,2018-11-16
S_MNu,32.64,2018-11-16
7xxwZ,7.21,2018-11-16
yo2vd,14.14,2018-11-16
Sx~~0,7.55,2018-11-16
81lwq,37.27,2018-11-16
isxAy,21.08,2018-11-16
